1, 0, 0
101, 3, 1
201, 5, 1
301, 5, 1
401, 5, 0
501, 6, 1
601, 8, 1
701, 6, 1
801, 10, 1
901, 7, 1
1001, 7, 2
1101, 11, 3
1201, 14, 3
1301, 13, 3
1401, 15, 2
1501, 20, 3
1601, 18, 2
1701, 20, 1
1801, 23, 1
1901, 20, 2
2001, 24, 2
2101, 23, 2
2201, 25, 3
2301, 26, 2
2401, 32, 2
2501, 21, 2
2601, 30, 2
2701, 28, 3
2801, 46, 3
2901, 51, 6
3001, 41, 4
3101, 32, 3
3201, 43, 5
3301, 41, 4
3401, 26, 3
3501, 25, 4
3601, 32, 3
3701, 29, 3
3801, 89, 4
3901, 34, 2
4001, 32, 3
4101, 35, 3
4201, 35, 3
4301, 43, 3
4401, 43, 3
4501, 40, 4
4601, 50, 3
4701, 43, 3
4801, 45, 4
4901, 38, 3
5001, 41, 3
5101, 36, 3
5201, 37, 3
5301, 43, 4
5401, 39, 4
5501, 42, 5
5601, 47, 3
5701, 45, 5
5801, 77, 7
5901, 43, 5
6001, 70, 4
6101, 45, 4
6201, 41, 4
6301, 35, 4
6401, 50, 4
6501, 54, 6
6601, 226, 3
6701, 36, 3
6801, 35, 5
6901, 37, 5
7001, 81, 4
7101, 57, 5
7201, 58, 5
7301, 64, 5
7401, 58, 5
7501, 55, 6
7601, 57, 4
7701, 62, 6
7801, 62, 6
7901, 66, 5
8001, 78, 5
8101, 57, 7
8201, 47, 4
8301, 58, 4
8401, 54, 5
8501, 52, 4
8601, 54, 4
8701, 69, 6
8801, 61, 5
8901, 58, 6
9001, 58, 5
9101, 63, 5
9201, 56, 5
9301, 57, 4
9401, 50, 4
9501, 48, 5
9601, 55, 6
9701, 55, 5
9801, 51, 4
9901, 53, 5
10001, 56, 5
10101, 54, 4
10201, 53, 5
10301, 50, 5
10401, 50, 5
