1, 0, 0
101, 12, 1
201, 10, 1
301, 12, 1
401, 17, 2
501, 9, 1
601, 9, 1
701, 12, 1
801, 10, 2
901, 17, 1
1001, 14, 3
1101, 19, 3
1201, 21, 3
1301, 25, 4
1401, 21, 3
1501, 19, 4
1601, 26, 2
1701, 24, 2
1801, 27, 2
1901, 26, 2
2001, 83, 3
2101, 29, 2
2201, 31, 2
2301, 23, 2
2401, 34, 3
2501, 39, 3
2601, 31, 3
2701, 33, 4
2801, 32, 3
2901, 30, 4
3001, 35, 4
3101, 31, 4
3201, 38, 4
3301, 34, 4
3401, 33, 4
3501, 36, 4
3601, 39, 4
3701, 40, 4
3801, 45, 4
3901, 47, 3
4001, 45, 4
4101, 48, 4
4201, 45, 4
4301, 53, 4
4401, 42, 4
4501, 48, 5
4601, 44, 4
4701, 50, 5
4801, 47, 4
4901, 45, 5
5001, 56, 4
5101, 55, 4
5201, 57, 4
5301, 60, 4
5401, 59, 4
5501, 59, 5
5601, 59, 6
5701, 61, 5
5801, 61, 4
5901, 59, 5
6001, 61, 5
6101, 63, 5
6201, 68, 5
6301, 63, 4
6401, 64, 4
6501, 68, 6
6601, 67, 5
6701, 71, 5
6801, 77, 5
6901, 72, 6
7001, 71, 4
7101, 66, 4
7201, 65, 5
7301, 65, 5
7401, 75, 7
7501, 73, 5
7601, 70, 6
7701, 76, 5
7801, 77, 5
7901, 77, 5
8001, 77, 6
8101, 81, 5
8201, 79, 6
8301, 77, 6
8401, 77, 6
8501, 85, 6
8601, 92, 7
8701, 88, 5
8801, 95, 6
8901, 89, 6
9001, 94, 6
9101, 95, 7
9201, 94, 6
9301, 96, 8
9401, 98, 7
9501, 96, 8
9601, 104, 8
9701, 110, 6
9801, 104, 8
9901, 114, 8
10001, 116, 8
10101, 110, 8
10201, 103, 8
10301, 104, 8
10401, 112, 8
