1, 0, 0
101, 5, 0
201, 6, 0
301, 6, 0
401, 9, 1
501, 10, 0
601, 10, 0
701, 12, 1
801, 5, 1
901, 13, 1
1001, 15, 0
1101, 17, 1
1201, 17, 0
1301, 11, 1
1401, 15, 1
1501, 14, 1
1601, 15, 1
1701, 14, 1
1801, 2120, 1
1901, 14, 1
2001, 18, 1
2101, 16, 1
2201, 13, 1
2301, 13, 1
2401, 15, 1
2501, 15, 1
2601, 13, 1
2701, 15, 1
2801, 14, 1
2901, 15, 1
3001, 17, 1
3101, 15, 2
3201, 20, 1
3301, 18, 1
3401, 18, 2
3501, 14, 2
3601, 16, 2
3701, 18, 1
3801, 22, 1
3901, 22, 2
4001, 20, 2
4101, 21, 1
4201, 22, 1
4301, 81, 2
4401, 21, 2
4501, 22, 1
4601, 22, 2
4701, 22, 2
4801, 24, 2
4901, 27, 2
5001, 24, 2
5101, 25, 2
5201, 22, 2
5301, 23, 2
5401, 25, 2
5501, 24, 2
5601, 27, 2
5701, 24, 2
5801, 25, 1
5901, 26, 2
6001, 30, 2
6101, 28, 2
6201, 27, 2
6301, 26, 2
6401, 27, 2
6501, 27, 2
6601, 28, 2
6701, 28, 3
6801, 28, 2
6901, 29, 3
7001, 30, 2
7101, 32, 3
7201, 33, 2
7301, 31, 2
7401, 33, 2
7501, 32, 2
7601, 31, 3
7701, 33, 3
7801, 31, 3
7901, 35, 3
8001, 32, 3
8101, 36, 3
8201, 35, 3
8301, 34, 3
8401, 39, 3
8501, 36, 2
8601, 39, 3
8701, 37, 3
8801, 39, 3
8901, 41, 3
9001, 41, 3
9101, 42, 3
9201, 40, 3
9301, 44, 3
9401, 43, 3
9501, 41, 3
9601, 44, 4
9701, 47, 3
9801, 46, 3
9901, 46, 2
10001, 44, 4
10101, 47, 4
10201, 47, 4
10301, 50, 3
10401, 50, 3
