1, 0, 0
101, 2, 0
201, 2, 0
301, 2, 0
401, 2, 0
501, 4, 0
601, 4, 0
701, 3, 0
801, 2, 0
901, 4, 1
1001, 5, 0
1101, 4, 1
1201, 6, 0
1301, 6, 0
1401, 7, 1
1501, 7, 1
1601, 8, 1
1701, 8, 1
1801, 7, 1
1901, 8, 1
2001, 9, 1
2101, 8, 1
2201, 9, 1
2301, 9, 1
2401, 11, 1
2501, 13, 1
2601, 13, 1
2701, 13, 1
2801, 13, 2
2901, 13, 1
3001, 13, 2
3101, 12, 1
3201, 12, 2
3301, 15, 2
3401, 15, 1
3501, 15, 2
3601, 16, 2
3701, 17, 1
3801, 19, 2
3901, 20, 1
4001, 20, 2
4101, 21, 1
4201, 21, 2
4301, 23, 2
4401, 21, 1
4501, 21, 1
4601, 20, 1
4701, 21, 2
4801, 24, 2
4901, 24, 2
5001, 24, 2
5101, 25, 1
5201, 27, 2
5301, 28, 1
5401, 27, 2
5501, 27, 2
5601, 27, 2
5701, 28, 2
5801, 28, 2
5901, 29, 2
6001, 32, 2
6101, 29, 2
6201, 34, 2
6301, 31, 2
6401, 31, 2
6501, 31, 2
6601, 32, 2
6701, 34, 2
6801, 34, 2
6901, 33, 2
7001, 36, 3
