1, 0, 0
101, 1, 1
201, 2, 1
301, 2, 0
401, 3, 0
501, 3, 1
601, 4, 0
701, 4, 0
801, 4, 1
901, 3, 0
1001, 4, 1
1101, 3, 1
1201, 5, 1
1301, 5, 1
1401, 6, 1
1501, 7, 1
1601, 8, 1
1701, 8, 1
1801, 8, 1
1901, 7, 1
2001, 8, 1
2101, 8, 1
2201, 8, 2
2301, 8, 1
2401, 9, 1
2501, 9, 1
2601, 10, 1
2701, 10, 1
2801, 10, 1
2901, 11, 1
3001, 11, 1
3101, 11, 1
3201, 13, 1
3301, 13, 1
3401, 14, 1
3501, 15, 1
3601, 16, 1
3701, 17, 2
3801, 18, 2
3901, 19, 1
4001, 20, 2
4101, 22, 1
4201, 20, 1
4301, 21, 1
4401, 21, 2
4501, 21, 2
4601, 21, 2
4701, 23, 2
4801, 23, 2
4901, 23, 2
5001, 26, 2
5101, 23, 2
5201, 27, 2
5301, 28, 2
5401, 26, 2
5501, 27, 1
5601, 26, 2
5701, 27, 2
5801, 28, 2
5901, 28, 2
6001, 33, 2
6101, 33, 2
6201, 31, 2
6301, 31, 2
6401, 30, 2
6501, 30, 2
6601, 33, 2
6701, 34, 2
6801, 33, 3
6901, 36, 2
7001, 34, 2
7101, 33, 2
7201, 35, 2
7301, 34, 2
7401, 34, 2
7501, 35, 3
7601, 35, 2
7701, 38, 3
7801, 36, 3
7901, 39, 3
8001, 38, 3
8101, 40, 2
8201, 40, 2
8301, 42, 2
8401, 43, 3
8501, 42, 3
8601, 42, 3
8701, 44, 3
8801, 43, 3
8901, 45, 3
9001, 44, 3
9101, 46, 3
9201, 47, 3
9301, 47, 2
9401, 48, 3
9501, 50, 3
9601, 49, 3
9701, 54, 3
9801, 50, 3
9901, 51, 3
10001, 53, 3
10101, 52, 3
10201, 53, 4
10301, 55, 4
10401, 53, 3
