1, 135, 129, 1.04
101, 134, 122, 1.09
201, 136, 124, 1.09
301, 134, 126, 1.06
401, 135, 126, 1.07
501, 129, 121, 1.06
601, 129, 118, 1.09
701, 133, 121, 1.09
801, 134, 118, 1.13
901, 135, 121, 1.11
1001, 132, 121, 1.09
1101, 135, 142, .95
1201, 133, 126, 1.05
1301, 128, 119, 1.07
1401, 129, 117, 1.10
1501, 131, 122, 1.07
1601, 135, 118, 1.14
1701, 134, 122, 1.09
1801, 135, 124, 1.08
1901, 133, 124, 1.07
2001, 135, 127, 1.06
2101, 127, 120, 1.05
2201, 130, 118, 1.10
2301, 133, 120, 1.10
2401, 134, 119, 1.12
2501, 134, 120, 1.11
2601, 135, 122, 1.10
2701, 133, 119, 1.11
2801, 127, 120, 1.05
2901, 127, 120, 1.05
3001, 131, 119, 1.10
3101, 134, 122, 1.09
3201, 136, 123, 1.10
3301, 137, 125, 1.09
3401, 133, 123, 1.08
3501, 128, 119, 1.07
3601, 128, 118, 1.08
3701, 133, 118, 1.12
3801, 133, 123, 1.08
3901, 134, 120, 1.11
4001, 136, 120, 1.13
4101, 134, 125, 1.07
4201, 132, 121, 1.09
4301, 130, 119, 1.09
4401, 128, 119, 1.07
4501, 131, 118, 1.11
4601, 133, 119, 1.11
4701, 139, 124, 1.12
4801, 134, 119, 1.12
4901, 135, 123, 1.09
5001, 133, 120, 1.10
5101, 129, 118, 1.09
5201, 128, 118, 1.08
5301, 135, 121, 1.11
5401, 134, 117, 1.14
5501, 136, 130, 1.04
5601, 133, 121, 1.09
5701, 132, 118, 1.11
5801, 126, 119, 1.05
5901, 129, 119, 1.08
6001, 131, 121, 1.08
6101, 132, 120, 1.10
6201, 136, 123, 1.10
6301, 134, 124, 1.08
6401, 130, 122, 1.06
6501, 127, 120, 1.05
6601, 129, 116, 1.11
6701, 130, 122, 1.06
6801, 136, 120, 1.13
6901, 134, 117, 1.14
7001, 132, 121, 1.09
7101, 128, 137, .93
7201, 129, 116, 1.11
7301, 130, 119, 1.09
7401, 136, 117, 1.16
7501, 136, 122, 1.11
7601, 133, 123, 1.08
7701, 131, 125, 1.04
7801, 131, 122, 1.07
7901, 129, 119, 1.08
8001, 128, 117, 1.09
8101, 133, 121, 1.09
8201, 134, 120, 1.11
8301, 133, 118, 1.12
8401, 137, 120, 1.14
8501, 134, 124, 1.08
8601, 129, 118, 1.09
8701, 126, 119, 1.05
8801, 130, 117, 1.11
8901, 131, 120, 1.09
9001, 131, 123, 1.06
9101, 134, 118, 1.13
9201, 134, 124, 1.08
9301, 132, 121, 1.09
9401, 126, 117, 1.07
9501, 129, 116, 1.11
9601, 130, 119, 1.09
9701, 130, 105, 1.23
9801, 135, 120, 1.12
9901, 135, 122, 1.10
10001, 133, 122, 1.09
10101, 128, 117, 1.09
10201, 129, 119, 1.08
10301, 132, 118, 1.11
10401, 134, 119, 1.12
