1, 0, 0
101, 6, 0
201, 8, 0
301, 6, 1
401, 5, 0
501, 9, 1
601, 11, 1
701, 12, 1
801, 12, 0
901, 15, 1
1001, 17, 1
1101, 18, 1
1201, 19, 1
1301, 40, 2
1401, 26, 2
1501, 25, 1
1601, 23, 2
1701, 25, 1
1801, 30, 1
1901, 32, 2
2001, 23, 2
2101, 27, 1
2201, 24, 1
2301, 28, 2
2401, 22, 1
2501, 30, 2
2601, 53, 1
2701, 51, 3
2801, 61, 3
2901, 43, 3
3001, 26, 2
3101, 25, 2
3201, 28, 2
3301, 28, 1
3401, 28, 2
3501, 30, 1
3601, 32, 1
3701, 28, 2
3801, 29, 1
3901, 30, 2
4001, 32, 2
4101, 33, 2
4201, 33, 2
4301, 34, 2
4401, 33, 2
4501, 35, 1
4601, 33, 2
4701, 30, 2
4801, 33, 2
4901, 33, 2
5001, 35, 2
5101, 35, 2
5201, 38, 2
5301, 37, 2
5401, 41, 2
5501, 46, 3
5601, 83, 2
5701, 75, 5
5801, 46, 2
5901, 45, 3
6001, 46, 2
6101, 45, 3
6201, 48, 2
6301, 44, 3
6401, 79, 2
6501, 89, 6
6601, 55, 3
6701, 50, 3
6801, 53, 3
6901, 52, 2
7001, 51, 3
7101, 50, 3
7201, 49, 3
7301, 55, 3
7401, 57, 4
7501, 56, 4
7601, 54, 3
7701, 54, 3
7801, 57, 3
7901, 55, 3
8001, 54, 3
8101, 59, 3
8201, 64, 3
8301, 62, 4
8401, 64, 3
8501, 59, 3
8601, 61, 3
8701, 64, 4
8801, 63, 4
8901, 66, 3
9001, 71, 3
9101, 68, 4
9201, 66, 5
9301, 68, 3
9401, 68, 3
9501, 70, 4
9601, 69, 4
9701, 74, 4
9801, 80, 4
9901, 76, 4
10001, 73, 4
10101, 77, 4
10201, 73, 3
10301, 79, 4
10401, 82, 4
