Test Type,Count,Mean Ratio,Median Ratio,Std Dev,Min Ratio,Max Ratio,RMATCH Wins,Java Wins
corpusBasedBenchmark,8,38.45623356060966,33.96061200569102,16.617155528385513,14.966424521505273,60.42883386233549,8,0
patternCompilationBenchmark,8,2.905203084092976,2.7010490463862222,0.8786549581182423,1.938687801004913,4.213919269947257,8,0
